form_1	freq_1	stem	xpostag	variation	lemma_freq_corrected	corpus_size	form_2	freq_2	odds	log_odds
nyugszotok	19	nyug	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	45649875	8570080167	nyugodtok	14	1.3333333333333333	0.28768207245178085
nyugszanak	12611	nyug	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	45649875	8570080167	nyugodnak	624	20.1792	3.00465237092855
omlana	673	om	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	4347256	8570080167	omolna	115	5.810344827586207	1.7596399198059425
omlani	2610	om	[/V][Inf]	cselekszenek/cselekednek	4347256	8570080167	omolni	160	16.217391304347824	2.786084203714666
omlotok	8	om	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	4347256	8570080167	omoltok	1	4.5	1.5040773967762742
omlanak	2878	om	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	4347256	8570080167	omolnak	174	16.451428571428572	2.8004123166886616
omlottak	2514	om	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	4347256	8570080167	omoltak	85	29.24418604651163	3.375680786280332
ömlene	472	öm	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	3741861	8570080167	ömölne	91	5.141304347826087	1.6373068114428926
ömleni	2782	öm	[/V][Inf]	cselekszenek/cselekednek	3741861	8570080167	ömölni	32	84.33333333333333	4.43477720005941
ömlötök	3	öm	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	3741861	8570080167	ömöltök	1	2	0.6931471805599453
ömlenek	4143	öm	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	3741861	8570080167	ömölnek	61	66.83870967741936	4.202282398894227
ömlöttek	1501	öm	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	3741861	8570080167	ömöltek	22	65.30434782608695	4.17905861639493
örvényleni	441	örvény	[/V][Inf]	cselekszenek/cselekednek	75562	8570080167	örvényelni	1	221	5.3981627015177525
összhangzani	1	összhang	[/V][Inf]	cselekszenek/cselekednek	554	8570080167	összhangozni	1	1	0
összhangzanak	12	összhang	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	554	8570080167	összhangoznak	3	3.25	1.1786549963416462
összhangzottak	1	összhang	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	554	8570080167	összhangoztak	1	1	0
oszlana	522	osz	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	8076952	8570080167	oszolna	12	40.23076923076923	3.694632106603386
oszlani	1628	osz	[/V][Inf]	cselekszenek/cselekednek	8076952	8570080167	oszolni	335	4.848214285714286	1.5786104486388408
oszlotok	4	osz	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	8076952	8570080167	oszoltok	1	2.5	0.9162907318741551
oszlanak	11040	osz	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	8076952	8570080167	oszolnak	148	74.1006711409396	4.305424589493678
oszlottak	3870	osz	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	8076952	8570080167	oszoltak	137	28.05072463768116	3.3340144654204433
özönlene	59	özön	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	582160	8570080167	özönölne	3	15	2.70805020110221
özönleni	1428	özön	[/V][Inf]	cselekszenek/cselekednek	582160	8570080167	özönölni	9	142.9	4.9621450849358215
özönlenek	4997	özön	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	582160	8570080167	özönölnek	50	98	4.584967478670572
özönlöttek	4772	özön	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	582160	8570080167	özönöltek	28	164.58620689655172	5.103434487019422
párzana	12	pár	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	66915	8570080167	pározna	8	1.4444444444444444	0.36772478012531734
párzani	419	pár	[/V][Inf]	cselekszenek/cselekednek	66915	8570080167	pározni	97	4.285714285714286	1.455287232606842
párzanak	873	pár	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	66915	8570080167	pároznak	13	62.42857142857143	4.1340230460402765
párzottak	107	pár	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	66915	8570080167	pároztak	28	3.7241379310344827	1.3148353971377456
parázslani	197	parázs	[/V][Inf]	cselekszenek/cselekednek	35815	8570080167	parázsolni	6	28.285714285714285	3.3423568816392217
parázslottak	135	parázs	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	35815	8570080167	parázsoltak	1	68	4.219507705176107
patakzani	74	patak	[/V][Inf]	cselekszenek/cselekednek	20376	8570080167	patakozni	14	5	1.6094379124341003
patakzanak	135	patak	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	20376	8570080167	patakoznak	4	27.2	3.3032169733019514
patakzottak	338	patak	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	20376	8570080167	patakoztak	14	22.6	3.1179499062782403
pattogzani	59	pattog	[/V][Inf]	cselekszenek/cselekednek	17899	8570080167	pattogozni	1	30	3.4011973816621555
porzana	135	por	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	220543	8570080167	porozna	7	17	2.833213344056216
porzani	65	por	[/V][Inf]	cselekszenek/cselekednek	220543	8570080167	porozni	182	0.36065573770491804	-1.0198314108149953
porzanak	181	por	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	220543	8570080167	poroznak	244	0.7428571428571429	-0.2972515234679316
porzottak	58	por	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	220543	8570080167	poroztak	46	1.2553191489361701	0.2273898421956608
rajzani	257	raj	[/V][Inf]	cselekszenek/cselekednek	81661910	8570080167	rajozni	20	12.285714285714286	2.5084371471981943
rajzanak	2069	raj	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	81661910	8570080167	rajoznak	13	147.85714285714286	4.996246556644156
rajzottak	1064	raj	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	81661910	8570080167	rajoztak	11	88.75	4.485823428355525
rémlene	659	rém	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	741505	8570080167	rémelne	1	330	5.799092654460526
romlana	2425	rom	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	19020414	8570080167	romolna	78	30.70886075949367	3.424551237036974
romlani	10884	rom	[/V][Inf]	cselekszenek/cselekednek	19020414	8570080167	romolni	231	46.918103448275865	3.848403602002338
romlotok	1	rom	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	19020414	8570080167	romoltok	1	1	0
romlanak	9726	rom	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	19020414	8570080167	romolnak	64	149.64615384615385	5.008273532973803
romlottak	9844	rom	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	19020414	8570080167	romoltak	37	259.07894736842104	5.55713283134684
sárlani	18	sár	[/V][Inf]	cselekszenek/cselekednek	8354	8570080167	sárolni	30	0.6129032258064516	-0.4895482253187058
sárlanak	34	sár	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	8354	8570080167	sárolnak	8	3.888888888888889	1.3581234841531944
seregleni	85	sereg	[/V][Inf]	cselekszenek/cselekednek	86986	8570080167	seregelni	6	12.285714285714286	2.5084371471981943
seregletek	1	sereg	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	86986	8570080167	seregeltek	27	0.07142857142857142	-2.639057329615259
sereglenek	855	sereg	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	86986	8570080167	seregelnek	23	35.666666666666664	3.574216545793796
sereglettek	1686	sereg	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	86986	8570080167	seregeltek	11	140.58333333333334	4.945800432757968
siklani	2868	sik	[/V][Inf]	cselekszenek/cselekednek	1308087	8570080167	sikolni	4	573.8	6.352280903547264
siklanak	2476	sik	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	1308087	8570080167	sikolnak	1	1238.5	7.121656248929415
siklottak	1639	sik	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	1308087	8570080167	sikoltak	1	820	6.709304340258298
sugárzana	3	sugár	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	15892943	8570080167	sugározna	629	0.006349206349206349	-5.059425458265688
sugárzani	32	sugár	[/V][Inf]	cselekszenek/cselekednek	15892943	8570080167	sugározni	10423	0.0031657712970069073	-5.755358557338201
sugárzotok	19	sugár	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	15892943	8570080167	sugároztok	123	0.16129032258064516	-1.824549292051046
sugárzanak	157	sugár	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	15892943	8570080167	sugároznak	13020	0.012134244681668075	-4.411723684701761
sugárzottak	43	sugár	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	15892943	8570080167	sugároztak	3011	0.014608233731739707	-4.226169955001523
szaglana	8	szag	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	4618028	8570080167	szagolna	46	0.19148936170212766	-1.6529230243738393
szaglani	47	szag	[/V][Inf]	cselekszenek/cselekednek	4618028	8570080167	szagolni	2809	0.01708185053380783	-4.069738751419901
szaglanak	67	szag	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	4618028	8570080167	szagolnak	365	0.18579234972677597	-1.6831256282252596
szaglottak	24	szag	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	4618028	8570080167	szagoltak	285	0.08741258741258741	-2.437115985951652
szólamlottak	4	szólam	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	1875	8570080167	szólamoltak	3	1.25	0.22314355131420976
tajtékzana	5	tajték	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	48387	8570080167	tajtékozna	9	0.6	-0.5108256237659907
tajtékzani	24	tajték	[/V][Inf]	cselekszenek/cselekednek	48387	8570080167	tajtékozni	42	0.5813953488372093	-0.5423242908253616
tajtékzanak	67	tajték	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	48387	8570080167	tajtékoznak	87	0.7727272727272727	-0.2578291093020998
tajtékzottak	27	tajték	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	48387	8570080167	tajtékoztak	49	0.56	-0.579818495252942
telepszetek	1	telep	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	9119819	8570080167	telepedtek	20473	9.768486861385171e-5	-9.233763886919771
telepszenek	1523	telep	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	9119819	8570080167	telepednek	5224	0.29167464114832536	-1.2321163405864202
tolakszani	1	tolak	[/V][Inf]	cselekszenek/cselekednek	678108	8570080167	tolakodni	1093	0.0018281535648994515	-6.304448802421981
tolakszanak	217	tolak	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	678108	8570080167	tolakodnak	1278	0.1704456606724003	-1.7693387387897537
törekszeni	3	törek	[/V][Inf]	cselekszenek/cselekednek	71276285	8570080167	törekedni	68474	5.841548010222709e-5	-9.747929633011388
törekszetek	63	törek	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	71276285	8570080167	törekedtek	26280	0.002435219359993912	-6.017718440265306
törekszenek	27813	törek	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	71276285	8570080167	törekednek	35909	0.7745474798106377	-0.25547631718157243
tülekszenek	51	tülek	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	203690	8570080167	tülekednek	1060	0.049010367577756835	-3.015723420032556
tündöklene	4	tündök	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	2879564	8570080167	tündökölne	189	0.02631578947368421	-3.6375861597263857
tündökleni	106	tündök	[/V][Inf]	cselekszenek/cselekednek	2879564	8570080167	tündökölni	3440	0.031095611740773032	-3.4706885713355744
tündöklötök	2	tündök	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	2879564	8570080167	tündököltök	26	0.1111111111111111	-2.1972245773362196
tündöklenek	96	tündök	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	2879564	8570080167	tündökölnek	2705	0.035846267553584624	-3.3285158302273508
tündöklöttek	49	tündök	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	2879564	8570080167	tündököltek	1017	0.04911591355599214	-3.013572191682322
ugrana	2853	ug	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	65697873	8570080167	ugorna	141	20.098591549295776	3.000649740435521
ugrani	32345	ug	[/V][Inf]	cselekszenek/cselekednek	65697873	8570080167	ugorni	1040	31.072046109510087	3.436308576064755
ugrotok	236	ug	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	65697873	8570080167	ugortok	24	9.48	2.2491843162669305
ugranak	18333	ug	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	65697873	8570080167	ugornak	194	94.02051282051282	4.543512979957974
ugrottak	13191	ug	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	65697873	8570080167	ugortak	33	388	5.961005339623274
ülepszenek	45	ülep	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	211524	8570080167	ülepednek	572	0.08027923211169284	-2.522244320225645
vérzene	27	vér	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	9327333	8570080167	vérezne	398	0.07017543859649122	-2.6567569067146595
vérzeni	77	vér	[/V][Inf]	cselekszenek/cselekednek	9327333	8570080167	vérezni	4879	0.015983606557377048	-4.136191672157601
vérzetek	2	vér	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	9327333	8570080167	véreztek	1164	0.002575107296137339	-5.9618640773316915
vérzenek	140	vér	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	9327333	8570080167	véreznek	1698	0.08298999411418481	-2.4890352312937636
vérzettek	61	vér	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	9327333	8570080167	véreztek	84	0.7294117647058823	-0.31551687144522494
verekdni	4	verek	[/V][Inf]	cselekszenek/cselekednek	3943354	8570080167	verekedni	7656	6.529972574115189e-4	-7.333937628679023
verekszetek	5	verek	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	3943354	8570080167	verekedtek	2662	0.0022530980097634247	-6.095449116585877
verekszenek	810	verek	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	3943354	8570080167	verekednek	2198	0.36880400181900863	-0.9974899364393482
vérengzeni	84	véreng	[/V][Inf]	cselekszenek/cselekednek	3466	8570080167	vérengezni	1	42.5	3.7495040759303713
vérengztek	1	véreng	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	3466	8570080167	vérengeztek	1	1	0
vereslenek	3	veres	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	784	8570080167	vereselnek	6	0.5714285714285714	-0.5596157879354228
veszekszeni	1	veszek	[/V][Inf]	cselekszenek/cselekednek	3763729	8570080167	veszekedni	8857	2.2578460149017836e-4	-8.395929103923198
veszekszetek	20	veszek	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	3763729	8570080167	veszekedtek	5306	0.00395703787450537	-5.532259545104472
veszekszenek	1054	veszek	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	3763729	8570080167	veszekednek	5038	0.2093669378845009	-1.5636668827704312
vetekszenek	1088	vetek	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	2279057	8570080167	vetekednek	1071	1.015858208955224	0.015733781302213232
viharzana	2	vihar	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	46411	8570080167	viharozna	1	1.5	0.4054651081081644
viharzani	32	vihar	[/V][Inf]	cselekszenek/cselekednek	46411	8570080167	viharozni	10	3	1.0986122886681098
viharzanak	94	vihar	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	46411	8570080167	viharoznak	8	10.555555555555555	2.3566523142643216
viharzottak	129	vihar	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	46411	8570080167	viharoztak	9	13	2.5649493574615367
világlana	13	világ	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	94656	8570080167	világolna	14	0.9333333333333333	-0.06899287148695143
világlani	34	világ	[/V][Inf]	cselekszenek/cselekednek	94656	8570080167	világolni	51	0.6730769230769231	-0.3958956570920136
világlanak	199	világ	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	94656	8570080167	világolnak	81	2.4390243902439024	0.8915981192837835
világlottak	27	világ	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	94656	8570080167	világoltak	28	0.9655172413793104	-0.03509131981127006
villámlana	24	villám	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	152246	8570080167	villámolna	4	5	1.6094379124341003
villámlani	278	villám	[/V][Inf]	cselekszenek/cselekednek	152246	8570080167	villámolni	1	139.5	4.93806460126142
villámlanak	57	villám	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	152246	8570080167	villámolnak	2	19.333333333333332	2.9618307218783095
villámlottak	52	villám	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	152246	8570080167	villámoltak	1	26.5	3.2771447329921766
virágzana	36	virág	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	13288214	8570080167	virágozna	305	0.12091503267973856	-2.1126671893081563
virágzani	373	virág	[/V][Inf]	cselekszenek/cselekednek	13288214	8570080167	virágozni	5661	0.06605439773931474	-2.717276668257313
virágzotok	4	virág	[/V][Prs.NDef.2Pl]	cselekszenek/cselekednek	13288214	8570080167	virágoztok	11	0.4166666666666667	-0.8754687373538999
virágzanak	2005	virág	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	13288214	8570080167	virágoznak	6547	0.3063530849114233	-1.1830169699691446
virágzottak	352	virág	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	13288214	8570080167	virágoztak	1963	0.17973523421588594	-1.7162704319811144
visszhangzana	52	visszhang	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	1228783	8570080167	visszhangozna	125	0.42063492063492064	-0.8659899933993561
visszhangzani	133	visszhang	[/V][Inf]	cselekszenek/cselekednek	1228783	8570080167	visszhangozni	554	0.24144144144144145	-1.421128313795523
visszhangzanak	718	visszhang	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	1228783	8570080167	visszhangoznak	983	0.7306910569105691	-0.3137645393312067
visszhangzottak	531	visszhang	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	1228783	8570080167	visszhangoztak	859	0.6186046511627907	-0.480288899905909
vonaglanak	686	vonag	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	192954	8570080167	vonagolnak	5	114.5	4.740574822994295
vonaglottak	380	vonag	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	192954	8570080167	vonagoltak	5	63.5	4.151039905898646
zajlana	3226	zaj	[/V][Cond.NDef.3Sg]	cselekszenek/cselekednek	38097011	8570080167	zajolna	2	1075.6666666666667	6.980695903383852
zajlani	6329	zaj	[/V][Inf]	cselekszenek/cselekednek	38097011	8570080167	zajolni	13	452.14285714285717	6.113998185522964
zajlanak	86139	zaj	[/V][Prs.NDef.3Pl]	cselekszenek/cselekednek	38097011	8570080167	zajolnak	14	5742.666666666667	8.655678957505891
zajlottak	49950	zaj	[/V][Pst.NDef.3Pl]	cselekszenek/cselekednek	38097011	8570080167	zajoltak	5	8325.166666666666	9.027038334668267
