my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
,,,,,,,,,,,,,,,,,flehékszem,flehékszek,right,5.987,0,146,146,77,1,78,flehékszik,flehékszel,NA,NA,Te bizony sokat flehékszel.,Én is sokat...,flehékszek,flehékszem,lakik,-szik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,dilakoztok,dilaklotok,right,6,0,147,147,158,1,105,dilaklik / dilakozik,"dilaklik, dilakozni",tek,NA,"János imád dilakozni, ezért sokat dilaklik.",Ti ritkán...,dilaklotok,dilakoztok,cselekszik,-lik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,szűslöm,szűslök,left,2.892,0,148,148,85,1,86,szűslik,szűslesz,NA,NA,Te bizony sokat szűslesz.,Én is sokat...,szűslök,szűslöm,lakik,-lik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,flagánylom,flagánylok,right,4.524,0,149,149,82,1,83,flagánylik,flagánylasz,NA,NA,Te bizony sokat flagánylasz.,Én is sokat...,flagánylok,flagánylom,lakik,-lik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,pribemlem,pribemlek,right,4.933,0,150,150,107,1,108,pribemlik,pribemlesz,NA,NA,Te bizony sokat pribemlesz.,Én is sokat...,pribemlek,pribemlem,lakik,-lik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,flürököztök,flüröklötök,right,6.182,0,151,151,149,1,96,flüröklik / flüröközik,"flüröklik, flüröközni",tek,NA,"János imád flüröközni, ezért sokat flüröklik.",Ti ritkán...,flüröklötök,flürököztök,cselekszik,-lik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,ronvetnek,ronvetnak,left,3.997,0,152,152,9,1,64,ronvet,ronvet,nak,e,Ez itt egy ronvet.,Elneveztem a kutyámat...,ronvetnek,ronvetnak,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,flűröklöm,flűröklök,left,4.157,0,153,153,91,1,92,flűröklik,flűröklesz,NA,NA,Te bizony sokat flűröklesz.,Én is sokat...,flűröklök,flűröklöm,lakik,-lik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,tosélyben,tosélyban,right,3.293,0,154,154,25,1,80,tosély,tosély,ban,é,Ez itt egy tosély.,Ott vagyunk a...,tosélyben,tosélyban,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,nuroklunk,nurokozunk,left,5.602,0,155,155,131,1,78,nuroklik / nurokozik,"nuroklik, nurokozni",ünk,NA,"János imád nurokozni, ezért sokat nuroklik.",Mi ritkán...,nuroklunk,nurokozunk,cselekszik,-lik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,molszotok,molodtok,left,7.551,0,156,156,142,1,89,molszik / molodik,"molszik, molodni",tek,NA,"János imád molodni, ezért sokat molszik.",Ti ritkán...,molszotok,molodtok,cselekszik,-szik,1,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,gihamlanak,gihamoznak,right,6.427,0,157,157,133,1,80,gihamlik / gihamozik,"gihamlik, gihamozni",nek,NA,"János imád gihamozni, ezért sokat gihamlik.",Ők ritkán...,gihamlanak,gihamoznak,cselekszik,-lik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,pivegszek,pivegszem,right,3.355,0,158,158,99,1,100,pivegszik,pivegszel,NA,NA,Te bizony sokat pivegszel.,Én is sokat...,pivegszek,pivegszem,lakik,-szik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,tumélynál,tumélynél,right,3.518,0,159,159,28,1,83,tumély,tumély,nál,é,Ez itt egy tumély.,Nincs is jobb egy jó...,tumélynél,tumélynál,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,spáraklom,spáraklok,left,6.281,0,160,160,96,1,97,spáraklik,spáraklasz,NA,NA,Te bizony sokat spáraklasz.,Én is sokat...,spáraklok,spáraklom,lakik,-lik,2,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
,,,,,,,,,,,,,,,,,lijeznek,lijeznak,left,4.451,0,161,161,40,1,95,lijez,lijez,nak,e,Ez itt egy lijez.,Elneveztem a kutyámat...,lijeznek,lijeznak,dzsungel,NA,NA,PR2068,1989,nő,nem,2022-04-17_22h22.57.353,hesp_baseline,2021.2.3,Linux i686,11.93602292
