my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
,,,,,,,,,,,,,,,,,pratánylom,pratánylok,right,5.0896,0,10,10,95,1,96,pratánylik,pratánylasz,NA,NA,Te bizony sokat pratánylasz.,Én is sokat...,pratánylok,pratánylom,lakik,-lik,2,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,flodlotok,flodoztok,left,5.9616,0,11,11,144,1,91,flodlik / flodozik,"flodlik, flodozni",tek,NA,"János imád flodozni, ezért sokat flodlik.",Ti ritkán...,flodlotok,flodoztok,cselekszik,-lik,1,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,tribejletek,tribejeztek,left,6.9678,0,12,12,132,1,79,tribejlik / tribejezik,"tribejlik, tribejezni",tek,NA,"János imád tribejezni, ezért sokat tribejlik.",Ti ritkán...,tribejletek,tribejeztek,cselekszik,-lik,2,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,jóbecnak,jóbecnek,right,5.0634,0,13,13,11,1,66,jóbec,jóbec,nak,e,Ez itt egy jóbec.,Elneveztem a kutyámat...,jóbecnek,jóbecnak,dzsungel,NA,NA,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,játozunk,játlunk,right,4.4335,0,14,14,145,1,92,játlik / játozik,"játlik, játozni",ünk,NA,"János imád játozni, ezért sokat játlik.",Mi ritkán...,játlunk,játozunk,cselekszik,-lik,1,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,ruslok,ruslom,right,3.7337,0,15,15,83,1,84,ruslik,ruslasz,NA,NA,Te bizony sokat ruslasz.,Én is sokat...,ruslok,ruslom,lakik,-lik,1,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,zutennél,zutennál,left,5.1056,0,16,16,43,1,98,zuten,zuten,nál,e,Ez itt egy zuten.,Nincs is jobb egy jó...,zutennél,zutennál,dzsungel,NA,NA,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,pribemlek,pribemlem,left,7.5913,0,17,17,107,1,108,pribemlik,pribemlesz,NA,NA,Te bizony sokat pribemlesz.,Én is sokat...,pribemlek,pribemlem,lakik,-lik,2,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,jonylom,jonylok,right,5.5661,0,18,18,55,1,56,jonylik,jonylasz,NA,NA,Te bizony sokat jonylasz.,Én is sokat...,jonylok,jonylom,lakik,-lik,1,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,sprigoztok,sprigzotok,left,8.1414,0,19,19,129,1,76,sprigzik / sprigozik,"sprigzik, sprigozni",tek,NA,"János imád sprigozni, ezért sokat sprigzik.",Ti ritkán...,sprigzotok,sprigoztok,cselekszik,-zik,1,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,fupétnál,fupétnél,right,4.3628,0,20,20,14,1,69,fupét,fupét,nál,é,Ez itt egy fupét.,Nincs is jobb egy jó...,fupétnél,fupétnál,dzsungel,NA,NA,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,spöklünk,spöközünk,left,6.4801,0,21,21,130,1,77,spöklik / spöközik,"spöklik, spöközni",ünk,NA,"János imád spöközni, ezért sokat spöklik.",Mi ritkán...,spöklünk,spöközünk,cselekszik,-lik,1,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,rapszeknál,rapszeknél,right,4.5594,0,22,22,35,1,90,rapszek,rapszek,nál,e,Ez itt egy rapszek.,Nincs is jobb egy jó...,rapszeknél,rapszeknál,dzsungel,NA,NA,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,pratelynek,pratelynak,right,10.8861,0,23,23,47,1,102,prately,prately,nak,e,Ez itt egy prately.,Elneveztem a kutyámat...,pratelynek,pratelynak,dzsungel,NA,NA,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,poslotok,posoztok,right,6.0057,0,24,24,121,1,68,poslik / posozik,"poslik, posozni",tek,NA,"János imád posozni, ezért sokat poslik.",Ti ritkán...,poslotok,posoztok,cselekszik,-lik,1,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,flagánylom,flagánylok,right,4.3152,0,25,25,82,1,83,flagánylik,flagánylasz,NA,NA,Te bizony sokat flagánylasz.,Én is sokat...,flagánylok,flagánylom,lakik,-lik,2,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,ribzok,ribzom,right,7.5337,0,26,26,58,1,59,ribzik,ribzol,NA,NA,Te bizony sokat ribzol.,Én is sokat...,ribzok,ribzom,lakik,-zik,1,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,driládzok,driládzom,right,4.5428,0,27,27,67,1,68,driládzik,driládzol,NA,NA,Te bizony sokat driládzol.,Én is sokat...,driládzok,driládzom,lakik,-zik,2,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,kátédnél,kátédnál,right,4.0422,0,28,28,37,1,92,kátéd,kátéd,nál,é,Ez itt egy kátéd.,Nincs is jobb egy jó...,kátédnél,kátédnál,dzsungel,NA,NA,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,tumélynél,tumélynál,right,6.3907,0,29,29,28,1,83,tumély,tumély,nál,é,Ez itt egy tumély.,Nincs is jobb egy jó...,tumélynél,tumélynál,dzsungel,NA,NA,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,sporzemnak,sporzemnek,right,6.5165,0,30,30,26,1,81,sporzem,sporzem,nak,e,Ez itt egy sporzem.,Elneveztem a kutyámat...,sporzemnek,sporzemnak,dzsungel,NA,NA,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,femlek,femlem,left,5.3381,0,31,31,57,1,58,femlik,femlesz,NA,NA,Te bizony sokat femlesz.,Én is sokat...,femlek,femlem,lakik,-lik,1,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,dárakodunk,dárakszunk,left,7.2654,0,32,32,126,1,73,dárakszik / dárakodik,"dárakszik, dárakodni",ünk,NA,"János imád dárakodni, ezért sokat dárakszik.",Mi ritkán...,dárakszunk,dárakodunk,cselekszik,-szik,2,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,klítegynál,klítegynél,right,5.205,0,33,33,5,1,60,klítegy,klítegy,nál,e,Ez itt egy klítegy.,Nincs is jobb egy jó...,klítegynél,klítegynál,dzsungel,NA,NA,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,tosélyban,tosélyben,left,3.9828,0,34,34,25,1,80,tosély,tosély,ban,é,Ez itt egy tosély.,Ott vagyunk a...,tosélyben,tosélyban,dzsungel,NA,NA,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,csimennál,csimennél,right,3.6019,0,35,35,44,1,99,csimen,csimen,nál,e,Ez itt egy csimen.,Nincs is jobb egy jó...,csimennél,csimennál,dzsungel,NA,NA,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,nyametban,nyametben,right,5.7764,0,36,36,17,1,72,nyamet,nyamet,ban,e,Ez itt egy nyamet.,Ott vagyunk a...,nyametben,nyametban,dzsungel,NA,NA,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,gihesztnek,gihesztnak,left,7.7783,0,37,37,36,1,91,giheszt,giheszt,nak,e,Ez itt egy giheszt.,Elneveztem a kutyámat...,gihesztnek,gihesztnak,dzsungel,NA,NA,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,prihekszem,prihekszek,right,3.6676,0,38,38,100,1,101,prihekszik,prihekszel,NA,NA,Te bizony sokat prihekszel.,Én is sokat...,prihekszek,prihekszem,lakik,-szik,2,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,dóbemnek,dóbemnak,left,7.6975,0,39,39,48,1,103,dóbem,dóbem,nak,e,Ez itt egy dóbem.,Elneveztem a kutyámat...,dóbemnek,dóbemnak,dzsungel,NA,NA,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,livényezünk,livénylünk,right,4.8546,0,40,40,128,1,75,livénylik / livényezik,"livénylik, livényezni",ünk,NA,"János imád livényezni, ezért sokat livénylik.",Mi ritkán...,livénylünk,livényezünk,cselekszik,-lik,2,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,ribegzek,ribegzem,right,4.5337,0,41,41,63,1,64,ribegzik,ribegzel,NA,NA,Te bizony sokat ribegzel.,Én is sokat...,ribegzek,ribegzem,lakik,-zik,2,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,szűslök,szűslöm,right,4.8013,0,42,42,85,1,86,szűslik,szűslesz,NA,NA,Te bizony sokat szűslesz.,Én is sokat...,szűslök,szűslöm,lakik,-lik,1,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,csubzunk,csubozunk,left,5.0224,0,43,43,111,1,58,csubzik / csubozik,"csubzik, csubozni",ünk,NA,"János imád csubozni, ezért sokat csubzik.",Mi ritkán...,csubzunk,csubozunk,cselekszik,-zik,1,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,flibekszem,flibekszek,left,4.0044,0,44,44,93,1,94,flibekszik,flibekszel,NA,NA,Te bizony sokat flibekszel.,Én is sokat...,flibekszek,flibekszem,lakik,-szik,2,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,prilepedünk,prilepszünk,left,9.7124,0,45,45,161,1,108,prilepszik / prilepedik,"prilepszik, prilepedni",ünk,NA,"János imád prilepedni, ezért sokat prilepszik.",Mi ritkán...,prilepszünk,prilepedünk,cselekszik,-szik,2,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,spibegezünk,spibeglünk,right,6.2916,0,46,46,147,1,94,spibeglik / spibegezik,"spibeglik, spibegezni",ünk,NA,"János imád spibegezni, ezért sokat spibeglik.",Mi ritkán...,spibeglünk,spibegezünk,cselekszik,-lik,2,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,bingéjnak,bingéjnek,right,4.2247,0,47,47,49,1,104,bingéj,bingéj,nak,é,Ez itt egy bingéj.,Elneveztem a kutyámat...,bingéjnek,bingéjnak,dzsungel,NA,NA,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,fivénylek,fivénylem,right,3.8337,0,48,48,78,1,79,fivénylik,fivénylesz,NA,NA,Te bizony sokat fivénylesz.,Én is sokat...,fivénylek,fivénylem,lakik,-lik,2,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,klazérban,klazérben,left,4.8875,0,49,49,51,1,106,klazér,klazér,ban,é,Ez itt egy klazér.,Ott vagyunk a...,klazérben,klazérban,dzsungel,NA,NA,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,flátszok,flátszom,right,3.9173,0,50,50,98,1,99,flátszik,flátszol,NA,NA,Te bizony sokat flátszol.,Én is sokat...,flátszok,flátszom,lakik,-szik,1,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,frodlom,frodlok,right,3.1716,0,51,51,61,1,62,frodlik,frodlasz,NA,NA,Te bizony sokat frodlasz.,Én is sokat...,frodlok,frodlom,lakik,-lik,1,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,dibágoztok,dibáglotok,right,6.3517,0,52,52,154,1,101,dibáglik / dibágozik,"dibáglik, dibágozni",tek,NA,"János imád dibágozni, ezért sokat dibáglik.",Ti ritkán...,dibáglotok,dibágoztok,cselekszik,-lik,2,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,fibamlom,fibamlok,right,4.3401,0,53,53,65,1,66,fibamlik,fibamlasz,NA,NA,Te bizony sokat fibamlasz.,Én is sokat...,fibamlok,fibamlom,lakik,-lik,2,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,hubonylotok,hubonyoztok,left,4.9816,0,54,54,157,1,104,hubonylik / hubonyozik,"hubonylik, hubonyozni",tek,NA,"János imád hubonyozni, ezért sokat hubonylik.",Ti ritkán...,hubonylotok,hubonyoztok,cselekszik,-lik,2,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,sprebzenek,sprebeznek,left,2.7201,0,55,55,139,1,86,sprebzik / sprebezik,"sprebzik, sprebezni",nek,NA,"János imád sprebezni, ezért sokat sprebzik.",Ők ritkán...,sprebzenek,sprebeznek,cselekszik,-zik,1,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,prihegednek,prihegszenek,right,0.5046,0,56,56,155,1,102,prihegszik / prihegedik,"prihegszik, prihegedni",nek,NA,"János imád prihegedni, ezért sokat prihegszik.",Ők ritkán...,prihegszenek,prihegednek,cselekszik,-szik,2,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,klingeszban,klingeszben,right,0.4701,0,57,57,1,1,56,klingesz,klingesz,ban,e,Ez itt egy klingesz.,Ott vagyunk a...,klingeszben,klingeszban,dzsungel,NA,NA,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,flézletek,flézeztek,left,0.3411,0,58,58,134,1,81,flézlik / flézezik,"flézlik, flézezni",tek,NA,"János imád flézezni, ezért sokat flézlik.",Ti ritkán...,flézletek,flézeztek,cselekszik,-lik,1,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,sortemnál,sortemnél,right,0.7295,0,59,59,15,1,70,sortem,sortem,nál,e,Ez itt egy sortem.,Nincs is jobb egy jó...,sortemnél,sortemnál,dzsungel,NA,NA,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,spivélnek,spivélnak,right,0.3507,0,60,60,27,1,82,spivél,spivél,nak,é,Ez itt egy spivél.,Elneveztem a kutyámat...,spivélnek,spivélnak,dzsungel,NA,NA,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,brivegzem,brivegzek,left,0.2798,0,61,61,70,1,71,brivegzik,brivegzel,NA,NA,Te bizony sokat brivegzel.,Én is sokat...,brivegzek,brivegzem,lakik,-zik,2,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,nyüröznek,nyürzenek,right,0.4127,0,62,62,123,1,70,nyürzik / nyürözik,"nyürzik, nyürözni",nek,NA,"János imád nyürözni, ezért sokat nyürzik.",Ők ritkán...,nyürzenek,nyüröznek,cselekszik,-zik,1,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,plugzok,plugzom,right,0.2861,0,63,63,60,1,61,plugzik,plugzol,NA,NA,Te bizony sokat plugzol.,Én is sokat...,plugzok,plugzom,lakik,-zik,1,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,júdernek,júdernak,left,0.3527,0,64,64,53,1,108,júder,júder,nak,e,Ez itt egy júder.,Elneveztem a kutyámat...,júdernek,júdernak,dzsungel,NA,NA,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,zarcégnál,zarcégnél,right,0.4119,0,65,65,29,1,84,zarcég,zarcég,nál,é,Ez itt egy zarcég.,Nincs is jobb egy jó...,zarcégnél,zarcégnál,dzsungel,NA,NA,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,dineltben,dineltban,right,0.2866,0,66,66,0,1,55,dinelt,dinelt,ban,e,Ez itt egy dinelt.,Ott vagyunk a...,dineltben,dineltban,dzsungel,NA,NA,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,fligzok,fligzom,left,0.8359,0,67,67,103,1,104,fligzik,fligzol,NA,NA,Te bizony sokat fligzol.,Én is sokat...,fligzok,fligzom,lakik,-zik,1,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,pivegszek,pivegszem,left,0.304,0,68,68,99,1,100,pivegszik,pivegszel,NA,NA,Te bizony sokat pivegszel.,Én is sokat...,pivegszek,pivegszem,lakik,-szik,2,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,spülűdzök,spülűdzöm,right,0.2548,0,69,69,56,1,57,spülűdzik,spülűdzöl,NA,NA,Te bizony sokat spülűdzöl.,Én is sokat...,spülűdzök,spülűdzöm,lakik,-zik,2,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,flüröslök,flüröslöm,right,0.2275,0,70,70,87,1,88,flüröslik,flüröslesz,NA,NA,Te bizony sokat flüröslesz.,Én is sokat...,flüröslök,flüröslöm,lakik,-lik,2,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,floglok,floglom,right,0.2738,0,71,71,92,1,93,floglik,floglasz,NA,NA,Te bizony sokat floglasz.,Én is sokat...,floglok,floglom,lakik,-lik,1,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,praslok,praslom,left,0.192,0,72,72,80,1,81,praslik,praslasz,NA,NA,Te bizony sokat praslasz.,Én is sokat...,praslok,praslom,lakik,-lik,1,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,ikszertban,ikszertben,right,0.3534,0,73,73,19,1,74,ikszert,ikszert,ban,e,Ez itt egy ikszert.,Ott vagyunk a...,ikszertben,ikszertban,dzsungel,NA,NA,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,líroznak,lírlanak,left,0.2875,0,74,74,115,1,62,lírlik / lírozik,"lírlik, lírozni",nek,NA,"János imád lírozni, ezért sokat lírlik.",Ők ritkán...,lírlanak,líroznak,cselekszik,-lik,1,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
,,,,,,,,,,,,,,,,,lingéknál,lingéknél,left,0.6947,0,75,75,32,1,87,lingék,lingék,nál,é,Ez itt egy lingék.,Nincs is jobb egy jó...,lingéknél,lingéknál,dzsungel,NA,NA,L0PVAK,2002,nő,nem,2022-04-19_21h37.19.394,hesp_baseline,2021.2.3,MacIntel,60.04202942
