my_list,key.keys,key.rt,key_2.keys,key_2.rt,keyboard_input_2.keys,keyboard_input_2.rt,key_3.keys,key_3.rt,keyboard_input_3.keys,keyboard_input_3.rt,key_4.keys,key_4.rt,keyboard_input_4.keys,keyboard_input_4.rt,key_5.keys,key_5.rt,my_button1,my_button2,keyboard_input.keys,keyboard_input.rt,withinBlock.thisRepN,withinBlock.thisTrialN,withinBlock.thisN,withinBlock.thisIndex,withinBlock.ran,rowname,word,prompt,suffix,vowel,carrier_sentence,target_sentence,target1,target2,category,derivational,nsyl,Azonosító,Melyik évben születtél?,Mi a nemed?,Tanultál nyelvészetet?,date,expName,psychopyVersion,OS,frameRate
,,,,,,,,,,,,,,,,,ribzok,ribzom,right,2.577,0,70,70,58,1,59,ribzik,ribzol,NA,NA,Te bizony sokat ribzol.,Én is sokat...,ribzok,ribzom,lakik,-zik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,flubokoztok,fluboklotok,left,4.855,0,71,71,151,1,98,fluboklik / flubokozik,"fluboklik, flubokozni",tek,NA,"János imád flubokozni, ezért sokat fluboklik.",Ti ritkán...,fluboklotok,flubokoztok,cselekszik,-lik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,bivégszem,bivégszek,left,6.047,0,72,72,68,1,69,bivégszik,bivégszel,NA,NA,Te bizony sokat bivégszel.,Én is sokat...,bivégszek,bivégszem,lakik,-szik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,spüjzök,spüjzöm,left,3.35,0,73,73,59,1,60,spüjzik,spüjzöl,NA,NA,Te bizony sokat spüjzöl.,Én is sokat...,spüjzök,spüjzöm,lakik,-zik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,míjozunk,míjzunk,right,4.782,0,74,74,114,1,61,míjzik / míjozik,"míjzik, míjozni",ünk,NA,"János imád míjozni, ezért sokat míjzik.",Mi ritkán...,míjzunk,míjozunk,cselekszik,-zik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,dihelynak,dihelynek,right,2.396,0,75,75,20,1,75,dihely,dihely,nak,e,Ez itt egy dihely.,Elneveztem a kutyámat...,dihelynek,dihelynak,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,ribegzek,ribegzem,right,2.529,0,76,76,63,1,64,ribegzik,ribegzel,NA,NA,Te bizony sokat ribegzel.,Én is sokat...,ribegzek,ribegzem,lakik,-zik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,klűmöztök,klűmlötök,left,4.212,0,77,77,108,1,55,klűmlik / klűmözik,"klűmlik, klűmözni",tek,NA,"János imád klűmözni, ezért sokat klűmlik.",Ti ritkán...,klűmlötök,klűmöztök,cselekszik,-lik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,dóbemnek,dóbemnak,left,2.172,0,78,78,48,1,103,dóbem,dóbem,nak,e,Ez itt egy dóbem.,Elneveztem a kutyámat...,dóbemnek,dóbemnak,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,prilepszünk,prilepedünk,left,3.836,0,79,79,161,1,108,prilepszik / prilepedik,"prilepszik, prilepedni",ünk,NA,"János imád prilepedni, ezért sokat prilepszik.",Mi ritkán...,prilepszünk,prilepedünk,cselekszik,-szik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,poslotok,posoztok,left,3.907,0,80,80,121,1,68,poslik / posozik,"poslik, posozni",tek,NA,"János imád posozni, ezért sokat poslik.",Ti ritkán...,poslotok,posoztok,cselekszik,-lik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,spihegzek,spihegzem,right,3.079,0,81,81,81,1,82,spihegzik,spihegzel,NA,NA,Te bizony sokat spihegzel.,Én is sokat...,spihegzek,spihegzem,lakik,-zik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,dabzotok,daboztok,right,5.354,0,82,82,109,1,56,dabzik / dabozik,"dabzik, dabozni",tek,NA,"János imád dabozni, ezért sokat dabzik.",Ti ritkán...,dabzotok,daboztok,cselekszik,-zik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,lingéknál,lingéknél,right,3.939,0,83,83,32,1,87,lingék,lingék,nál,é,Ez itt egy lingék.,Nincs is jobb egy jó...,lingéknél,lingéknál,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,klajrénnek,klajrénnak,left,7.622,0,84,84,41,1,96,klajrén,klajrén,nak,é,Ez itt egy klajrén.,Elneveztem a kutyámat...,klajrénnek,klajrénnak,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,fréslünk,frésezünk,right,9.288,0,85,85,138,1,85,fréslik / frésezik,"fréslik, frésezni",ünk,NA,"János imád frésezni, ezért sokat fréslik.",Mi ritkán...,fréslünk,frésezünk,cselekszik,-lik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,klidlok,klidlom,right,5.741,0,86,86,72,1,73,klidlik,klidlasz,NA,NA,Te bizony sokat klidlasz.,Én is sokat...,klidlok,klidlom,lakik,-lik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,tranékban,tranékben,left,2.922,0,87,87,2,1,57,tranék,tranék,ban,é,Ez itt egy tranék.,Ott vagyunk a...,tranékben,tranékban,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,spatárzom,spatárzok,left,2.621,0,88,88,69,1,70,spatárzik,spatárzol,NA,NA,Te bizony sokat spatárzol.,Én is sokat...,spatárzok,spatárzom,lakik,-zik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,trírzunk,trírozunk,left,3.537,0,89,89,116,1,63,trírzik / trírozik,"trírzik, trírozni",ünk,NA,"János imád trírozni, ezért sokat trírzik.",Mi ritkán...,trírzunk,trírozunk,cselekszik,-zik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,spáraklom,spáraklok,left,3.339,0,90,90,96,1,97,spáraklik,spáraklasz,NA,NA,Te bizony sokat spáraklasz.,Én is sokat...,spáraklok,spáraklom,lakik,-lik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,nűröklök,nűröklöm,right,4.425,0,91,91,106,1,107,nűröklik,nűröklesz,NA,NA,Te bizony sokat nűröklesz.,Én is sokat...,nűröklök,nűröklöm,lakik,-lik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,lijeznek,lijeznak,left,2.142,0,92,92,40,1,95,lijez,lijez,nak,e,Ez itt egy lijez.,Elneveztem a kutyámat...,lijeznek,lijeznak,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,jonylok,jonylom,right,2.758,0,93,93,55,1,56,jonylik,jonylasz,NA,NA,Te bizony sokat jonylasz.,Én is sokat...,jonylok,jonylom,lakik,-lik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,tribejeztek,tribejletek,right,9.359,0,94,94,132,1,79,tribejlik / tribejezik,"tribejlik, tribejezni",tek,NA,"János imád tribejezni, ezért sokat tribejlik.",Ti ritkán...,tribejletek,tribejeztek,cselekszik,-lik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,spivélnek,spivélnak,left,2.214,0,95,95,27,1,82,spivél,spivél,nak,é,Ez itt egy spivél.,Elneveztem a kutyámat...,spivélnek,spivélnak,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,femlek,femlem,left,3.139,0,96,96,57,1,58,femlik,femlesz,NA,NA,Te bizony sokat femlesz.,Én is sokat...,femlek,femlem,lakik,-lik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,csólorzom,csólorzok,left,5.839,0,97,97,102,1,103,csólorzik,csólorzol,NA,NA,Te bizony sokat csólorzol.,Én is sokat...,csólorzok,csólorzom,lakik,-zik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,lírlanak,líroznak,right,5.169,0,98,98,115,1,62,lírlik / lírozik,"lírlik, lírozni",nek,NA,"János imád lírozni, ezért sokat lírlik.",Ők ritkán...,lírlanak,líroznak,cselekszik,-lik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,spülűdzök,spülűdzöm,left,14.023,0,99,99,56,1,57,spülűdzik,spülűdzöl,NA,NA,Te bizony sokat spülűdzöl.,Én is sokat...,spülűdzök,spülűdzöm,lakik,-zik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,frivamlunk,frivamozunk,right,7.139,0,100,100,122,1,69,frivamlik / frivamozik,"frivamlik, frivamozni",ünk,NA,"János imád frivamozni, ezért sokat frivamlik.",Mi ritkán...,frivamlunk,frivamozunk,cselekszik,-lik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,játlunk,játozunk,left,3.464,0,101,101,145,1,92,játlik / játozik,"játlik, játozni",ünk,NA,"János imád játozni, ezért sokat játlik.",Mi ritkán...,játlunk,játozunk,cselekszik,-lik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,flézeztek,flézletek,left,4.809,0,102,102,134,1,81,flézlik / flézezik,"flézlik, flézezni",tek,NA,"János imád flézezni, ezért sokat flézlik.",Ti ritkán...,flézletek,flézeztek,cselekszik,-lik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,flüröklötök,flürököztök,right,3.882,0,103,103,149,1,96,flüröklik / flüröközik,"flüröklik, flüröközni",tek,NA,"János imád flüröközni, ezért sokat flüröklik.",Ti ritkán...,flüröklötök,flürököztök,cselekszik,-lik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,branyoznak,branylanak,left,7.545,0,104,104,136,1,83,branylik / branyozik,"branylik, branyozni",nek,NA,"János imád branyozni, ezért sokat branylik.",Ők ritkán...,branylanak,branyoznak,cselekszik,-lik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,figlok,figlom,left,3.857,0,105,105,75,1,76,figlik,figlasz,NA,NA,Te bizony sokat figlasz.,Én is sokat...,figlok,figlom,lakik,-lik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,ikszertban,ikszertben,right,2.365,0,106,106,19,1,74,ikszert,ikszert,ban,e,Ez itt egy ikszert.,Ott vagyunk a...,ikszertben,ikszertban,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,spöklünk,spöközünk,right,4.272,0,107,107,130,1,77,spöklik / spöközik,"spöklik, spöközni",ünk,NA,"János imád spöközni, ezért sokat spöklik.",Mi ritkán...,spöklünk,spöközünk,cselekszik,-lik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,hubonylotok,hubonyoztok,right,4.299,0,108,108,157,1,104,hubonylik / hubonyozik,"hubonylik, hubonyozni",tek,NA,"János imád hubonyozni, ezért sokat hubonylik.",Ti ritkán...,hubonylotok,hubonyoztok,cselekszik,-lik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,fojlegynek,fojlegynak,left,2.211,0,109,109,3,1,58,fojlegy,fojlegy,nak,e,Ez itt egy fojlegy.,Elneveztem a kutyámat...,fojlegynek,fojlegynak,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,prihekszek,prihekszem,right,3.873,0,110,110,100,1,101,prihekszik,prihekszel,NA,NA,Te bizony sokat prihekszel.,Én is sokat...,prihekszek,prihekszem,lakik,-szik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,fröjöztök,fröjzötök,left,4.305,0,111,111,153,1,100,fröjzik / fröjözik,"fröjzik, fröjözni",tek,NA,"János imád fröjözni, ezért sokat fröjzik.",Ti ritkán...,fröjzötök,fröjöztök,cselekszik,-zik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,csíszlok,csíszlom,right,2.22,0,112,112,84,1,85,csíszlik,csíszlasz,NA,NA,Te bizony sokat csíszlasz.,Én is sokat...,csíszlok,csíszlom,lakik,-lik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,zutennél,zutennál,left,3.272,0,113,113,43,1,98,zuten,zuten,nál,e,Ez itt egy zuten.,Nincs is jobb egy jó...,zutennél,zutennál,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,spátennak,spátennek,right,2.34,0,114,114,33,1,88,spáten,spáten,nak,e,Ez itt egy spáten.,Elneveztem a kutyámat...,spátennek,spátennak,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,bingéjnek,bingéjnak,left,2.077,0,115,115,49,1,104,bingéj,bingéj,nak,é,Ez itt egy bingéj.,Elneveztem a kutyámat...,bingéjnek,bingéjnak,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,forzédnak,forzédnek,right,2.779,0,116,116,46,1,101,forzéd,forzéd,nak,é,Ez itt egy forzéd.,Elneveztem a kutyámat...,forzédnek,forzédnak,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,zihencnek,zihencnak,left,2.394,0,117,117,52,1,107,zihenc,zihenc,nak,e,Ez itt egy zihenc.,Elneveztem a kutyámat...,zihencnek,zihencnak,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,pivegszem,pivegszek,left,2.214,0,118,118,99,1,100,pivegszik,pivegszel,NA,NA,Te bizony sokat pivegszel.,Én is sokat...,pivegszek,pivegszem,lakik,-szik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,klingeszben,klingeszban,left,4.088,0,119,119,1,1,56,klingesz,klingesz,ban,e,Ez itt egy klingesz.,Ott vagyunk a...,klingeszben,klingeszban,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,nidétban,nidétben,right,2.501,0,120,120,39,1,94,nidét,nidét,ban,é,Ez itt egy nidét.,Ott vagyunk a...,nidétben,nidétban,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,spiharzotok,spiharoztok,right,3.989,0,121,121,127,1,74,spiharzik / spiharozik,"spiharzik, spiharozni",tek,NA,"János imád spiharozni, ezért sokat spiharzik.",Ti ritkán...,spiharzotok,spiharoztok,cselekszik,-zik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,cságyeltben,cságyeltban,left,3.454,0,122,122,10,1,65,cságyelt,cságyelt,ban,e,Ez itt egy cságyelt.,Ott vagyunk a...,cságyeltben,cságyeltban,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,plugzom,plugzok,left,2.123,0,123,123,60,1,61,plugzik,plugzol,NA,NA,Te bizony sokat plugzol.,Én is sokat...,plugzok,plugzom,lakik,-zik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,dilakoztok,dilaklotok,left,4.498,0,124,124,158,1,105,dilaklik / dilakozik,"dilaklik, dilakozni",tek,NA,"János imád dilakozni, ezért sokat dilaklik.",Ti ritkán...,dilaklotok,dilakoztok,cselekszik,-lik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,spubonylok,spubonylom,left,4.249,0,125,125,104,1,105,spubonylik,spubonylasz,NA,NA,Te bizony sokat spubonylasz.,Én is sokat...,spubonylok,spubonylom,lakik,-lik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,flátszom,flátszok,left,2.701,0,126,126,98,1,99,flátszik,flátszol,NA,NA,Te bizony sokat flátszol.,Én is sokat...,flátszok,flátszom,lakik,-szik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,vorszennél,vorszennál,left,2.998,0,127,127,30,1,85,vorszen,vorszen,nál,e,Ez itt egy vorszen.,Nincs is jobb egy jó...,vorszennél,vorszennál,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,klazérban,klazérben,left,2.645,0,128,128,51,1,106,klazér,klazér,ban,é,Ez itt egy klazér.,Ott vagyunk a...,klazérben,klazérban,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,dibágoztok,dibáglotok,left,5.865,0,129,129,154,1,101,dibáglik / dibágozik,"dibáglik, dibágozni",tek,NA,"János imád dibágozni, ezért sokat dibáglik.",Ti ritkán...,dibáglotok,dibágoztok,cselekszik,-lik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,pítendban,pítendben,right,2.328,0,130,130,18,1,73,pítend,pítend,ban,e,Ez itt egy pítend.,Ott vagyunk a...,pítendben,pítendban,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,sojzom,sojzok,left,3.404,0,131,131,74,1,75,sojzik,sojzol,NA,NA,Te bizony sokat sojzol.,Én is sokat...,sojzok,sojzom,lakik,-zik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,flehékszek,flehékszem,left,2.462,0,132,132,77,1,78,flehékszik,flehékszel,NA,NA,Te bizony sokat flehékszel.,Én is sokat...,flehékszek,flehékszem,lakik,-szik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,jábézben,jábézban,left,2.642,0,133,133,34,1,89,jábéz,jábéz,ban,é,Ez itt egy jábéz.,Ott vagyunk a...,jábézben,jábézban,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,gilárzok,gilárzom,right,4.658,0,134,134,94,1,95,gilárzik,gilárzol,NA,NA,Te bizony sokat gilárzol.,Én is sokat...,gilárzok,gilárzom,lakik,-zik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,sprebeznek,sprebzenek,left,5.247,0,135,135,139,1,86,sprebzik / sprebezik,"sprebzik, sprebezni",nek,NA,"János imád sprebezni, ezért sokat sprebzik.",Ők ritkán...,sprebzenek,sprebeznek,cselekszik,-zik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,pribemlek,pribemlem,right,2.656,0,136,136,107,1,108,pribemlik,pribemlesz,NA,NA,Te bizony sokat pribemlesz.,Én is sokat...,pribemlek,pribemlem,lakik,-lik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,klehényletek,klehényeztek,left,8.554,0,137,137,113,1,60,klehénylik / klehényezik,"klehénylik, klehényezni",tek,NA,"János imád klehényezni, ezért sokat klehénylik.",Ti ritkán...,klehényletek,klehényeztek,cselekszik,-lik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,flüröslök,flüröslöm,left,2.786,0,138,138,87,1,88,flüröslik,flüröslesz,NA,NA,Te bizony sokat flüröslesz.,Én is sokat...,flüröslök,flüröslöm,lakik,-lik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,júdernek,júdernak,left,2.686,0,139,139,53,1,108,júder,júder,nak,e,Ez itt egy júder.,Elneveztem a kutyámat...,júdernek,júdernak,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,zsigénnél,zsigénnál,left,2.549,0,140,140,12,1,67,zsigén,zsigén,nál,é,Ez itt egy zsigén.,Nincs is jobb egy jó...,zsigénnél,zsigénnál,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,brágédnak,brágédnek,left,3.288,0,141,141,45,1,100,brágéd,brágéd,nak,é,Ez itt egy brágéd.,Elneveztem a kutyámat...,brágédnek,brágédnak,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,huroslom,huroslok,left,2.69,0,142,142,76,1,77,huroslik,huroslasz,NA,NA,Te bizony sokat huroslasz.,Én is sokat...,huroslok,huroslom,lakik,-lik,2,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,klítegynél,klítegynál,left,3.057,0,143,143,5,1,60,klítegy,klítegy,nál,e,Ez itt egy klítegy.,Nincs is jobb egy jó...,klítegynél,klítegynál,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,flitlok,flitlom,left,3.642,0,144,144,90,1,91,flitlik,flitlasz,NA,NA,Te bizony sokat flitlasz.,Én is sokat...,flitlok,flitlom,lakik,-lik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,kluhéjnél,kluhéjnál,left,3.22,0,145,145,24,1,79,kluhéj,kluhéj,nál,é,Ez itt egy kluhéj.,Nincs is jobb egy jó...,kluhéjnél,kluhéjnál,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,tumélynál,tumélynél,right,2.227,0,146,146,28,1,83,tumély,tumély,nál,é,Ez itt egy tumély.,Nincs is jobb egy jó...,tumélynél,tumélynál,dzsungel,NA,NA,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,flodoztok,flodlotok,left,3.639,0,147,147,144,1,91,flodlik / flodozik,"flodlik, flodozni",tek,NA,"János imád flodozni, ezért sokat flodlik.",Ti ritkán...,flodlotok,flodoztok,cselekszik,-lik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
,,,,,,,,,,,,,,,,,drojozunk,drojzunk,right,4.848,0,148,148,140,1,87,drojzik / drojozik,"drojzik, drojozni",ünk,NA,"János imád drojozni, ezért sokat drojzik.",Mi ritkán...,drojzunk,drojozunk,cselekszik,-zik,1,PR2002,2000,nő,nem,2022-03-29_16h08.21.422,hesp_baseline,2021.2.3,MacIntel,16.66666667
