record_date	dat_id	part_id
2023-06-08T23:49:00Z	hungarian-esp_esp_participant_SESSION_2023-06-08_23h49.20.169.csv	YRMPYU
2023-06-09T08:53:00Z	hungarian-esp_esp_participant_SESSION_2023-06-09_08h53.23.959.csv	O0WLXY
2023-06-09T09:51:00Z	hungarian-esp_esp_participant_SESSION_2023-06-09_09h51.44.39.csv	CWDY78
2023-06-09T10:58:00Z	hungarian-esp_esp_participant_SESSION_2023-06-09_10h58.48.560.csv	KZVP5R
2023-06-09T11:34:00Z	hungarian-esp_esp_participant_SESSION_2023-06-09_11h34.24.764.csv	KDD5ZX
2023-06-09T11:48:00Z	hungarian-esp_esp_participant_SESSION_2023-06-09_11h48.58.136.csv	Q5NU0T
2023-06-09T11:56:00Z	hungarian-esp_esp_participant_SESSION_2023-06-09_11h56.37.971.csv	YBWXA6
2023-06-09T12:13:00Z	hungarian-esp_esp_participant_SESSION_2023-06-09_12h13.41.356.csv	V7WHGC
2023-06-09T12:38:00Z	hungarian-esp_esp_participant_SESSION_2023-06-09_12h38.44.725.csv	R89NAR
2023-06-09T13:46:00Z	hungarian-esp_esp_participant_SESSION_2023-06-09_13h46.13.427.csv	N8IJ31
2023-06-09T14:34:00Z	hungarian-esp_esp_participant_SESSION_2023-06-09_14h34.25.753.csv	K6FZCI
2023-06-09T16:17:00Z	hungarian-esp_esp_participant_SESSION_2023-06-09_16h17.29.887.csv	D7J4K6
2023-06-09T17:16:00Z	hungarian-esp_esp_participant_SESSION_2023-06-09_17h16.23.143.csv	FE1YY5
2023-06-09T18:29:00Z	hungarian-esp_esp_participant_SESSION_2023-06-09_18h29.38.212.csv	A8MZ04
2023-06-09T18:44:00Z	hungarian-esp_esp_participant_SESSION_2023-06-09_18h44.08.819.csv	BL3DZF
2023-06-09T21:23:00Z	hungarian-esp_esp_participant_SESSION_2023-06-09_21h23.24.114.csv	MQ5C6M
2023-06-09T21:59:00Z	hungarian-esp_esp_participant_SESSION_2023-06-09_21h59.59.268.csv	I3XH0V
